type,amount,oldbalanceOrg,newbalanceOrig,isFraud
0,52555.87,26071.0,0.0,0
2,66563.26,20390.0,0.0,0
2,329055.47,329055.47,0.0,1
0,12320.46,10093.0,0.0,0
2,51370.88,0.0,0.0,0
0,14937.01,254297.08,239360.07,0
2,1027260.28,1027260.28,0.0,1
0,7752.96,75330.0,67577.04,0
2,147171.3,147171.3,0.0,1
1,27286.66,27286.66,0.0,1
0,24292.54,0.0,0.0,0
1,9811104.49,9811104.49,0.0,1
2,1014816.16,1014816.16,0.0,1
2,78028.89,78028.89,0.0,1
2,1005365.24,1005365.24,0.0,1
2,120710.61,29769.0,0.0,0
0,30524.01,15683.0,0.0,0
1,116940.32,116940.32,0.0,1
0,16620.55,0.0,0.0,0
1,802382.45,802382.45,0.0,1
2,4445514.2,4445514.2,0.0,1
2,312151.06,312151.06,0.0,1
4,674908.16,703458.6,1378366.76,0
2,238717.5,238717.5,0.0,1
1,217231.0,217231.0,0.0,1
2,362631.05,362631.05,0.0,1
0,22087.19,257216.9,235129.71,0
2,355832.18,355832.18,0.0,1
2,549584.71,270.0,0.0,0
1,295074.46,0.0,0.0,0
0,738.81,106164.0,105425.19,0
2,1832319.42,1832319.42,0.0,1
0,7067.91,0.0,0.0,0
2,338083.76,338083.76,0.0,1
1,408.0,408.0,0.0,1
2,353785.26,353785.26,0.0,1
1,48774.46,48774.46,0.0,1
2,33409.57,2889.14,0.0,0
1,7535.58,7535.58,0.0,1
2,34839.32,34839.32,0.0,1
1,854065.31,854065.31,0.0,1
1,84174.31,84174.31,0.0,1
1,447478.26,5081.0,0.0,0
0,9760.17,0.0,0.0,0
2,59095.35,0.0,0.0,0
4,109438.25,4389407.85,4498846.1,0
1,2216437.25,2216437.25,0.0,1
2,807466.16,807466.16,0.0,1
2,251683.05,251683.05,0.0,1
1,540154.62,540154.62,0.0,1
2,1275236.3,1275236.3,0.0,1
0,3882.88,200502.0,196619.12,0
0,12906.62,19704.0,6797.38,0
0,20721.02,72279.0,51557.98,0
0,19178.01,22451.0,3272.99,0
0,18390.19,0.0,0.0,0
0,6175.58,62097.98,55922.4,0
2,463891.31,463891.31,0.0,1
2,19576.96,19576.96,0.0,1
1,424080.81,1005.0,0.0,0
2,408864.84,408864.84,0.0,1
0,10048.09,6353.0,0.0,0
2,530354.58,530354.58,0.0,1
1,283083.08,0.0,0.0,0
2,484772.73,484772.73,0.0,1
1,1641792.79,1641792.79,0.0,1
4,218773.24,186971.0,405744.24,0
0,7734.24,140.0,0.0,0
4,491157.05,1603083.58,2094240.63,0
2,317415.8,0.0,0.0,0
2,171623.1,171623.1,0.0,1
1,177680.54,177680.54,0.0,1
2,194316.78,0.0,0.0,0
2,152724.32,152724.32,0.0,1
0,8103.51,0.0,0.0,0
2,2626957.79,2626957.79,0.0,1
1,6695070.79,6695070.79,0.0,1
0,6064.14,7814.12,1749.98,0
1,9217.19,9217.19,0.0,1
4,58759.43,7826660.74,7885420.17,0
0,17412.04,21046.0,3633.96,0
2,2391612.36,2391612.36,0.0,1
2,49372.94,49372.94,0.0,1
0,12010.53,0.0,0.0,0
1,24366.07,24366.07,0.0,1
4,86813.43,60673.54,147486.96,0
2,164172.13,15037.0,0.0,0
1,4720554.95,4720554.95,0.0,1
2,125573.15,4701.0,0.0,0
1,581889.94,581889.94,0.0,1
0,1098.48,244862.0,243763.52,0
0,3208.44,0.0,0.0,0
0,37233.05,0.0,0.0,0
4,86189.07,3497.0,89686.07,0
2,89366.21,6629.0,0.0,0
4,176001.88,53992.0,229993.88,0
2,586718.88,586718.88,0.0,1
4,2466.34,104460.0,106926.34,0
2,61267.59,34620.12,0.0,0
2,16207.04,16207.04,0.0,1
1,101408.84,101408.84,0.0,1
2,35475.74,0.0,0.0,0
2,230659.52,0.0,0.0,0
1,1258818.82,1258818.82,0.0,1
2,103102.0,0.0,0.0,0
0,41958.25,270031.0,228072.75,0
0,6723.51,32332.0,25608.49,0
1,7246962.16,7246962.16,0.0,1
2,19401.2,213526.0,194124.8,0
2,340665.18,340665.18,0.0,1
2,2147778.33,2147778.33,0.0,1
2,373230.74,0.0,0.0,0
2,763170.76,763170.76,0.0,1
2,696575.46,696575.46,0.0,1
0,10296.42,0.0,0.0,0
1,398711.68,398711.68,0.0,1
0,2264.73,16522.0,14257.27,0
1,254564.81,254564.81,0.0,1
1,972920.87,972920.87,0.0,1
1,60519.74,60519.74,0.0,1
0,30060.51,31517.0,1456.49,0
2,61756.82,61756.82,0.0,1
0,3907.77,203590.0,199682.23,0
1,6262505.91,6262505.91,0.0,1
1,2747.85,2747.85,0.0,1
1,878767.22,2615.0,0.0,0
0,35204.96,0.0,0.0,0
1,1442075.9,1442075.9,0.0,1
2,210691.92,210691.92,0.0,1
0,12180.51,54922.0,42741.49,0
4,207816.6,41829.99,249646.59,0
2,175328.85,175328.85,0.0,1
1,190737.49,190737.49,0.0,1
2,18208.31,5693.0,0.0,0
0,3693.36,0.0,0.0,0
2,116636.06,116636.06,0.0,1
2,90915.0,90915.0,0.0,1
4,133014.85,20590.0,153604.85,0
1,212613.29,212613.29,0.0,1
1,1263340.66,1263340.66,0.0,1
0,31582.59,0.0,0.0,0
1,132438.82,132438.82,0.0,1
1,57588.67,57588.67,0.0,1
1,442722.01,442722.01,0.0,1
4,322539.12,889878.65,1212417.77,0
2,158943.54,0.0,0.0,0
2,261742.96,261742.96,0.0,1
2,533269.77,533269.77,0.0,1
1,4162555.99,4162555.99,0.0,1
4,252817.63,2132915.0,2385732.63,0
1,7809301.98,7809301.98,0.0,1
2,7621.11,0.0,0.0,0
2,2169679.91,2169679.91,0.0,1
2,184701.06,0.0,0.0,0
2,348135.15,99800.0,0.0,0
4,128971.65,1087.0,130058.65,0
1,950766.15,950766.15,0.0,1
0,21043.73,14690.0,0.0,0
2,15371.72,15371.72,0.0,1
0,3558.66,272426.04,268867.38,0
2,52028.07,0.0,0.0,0
1,6377401.2,6377401.2,0.0,1
1,472692.51,472692.51,0.0,1
1,141410.95,0.0,0.0,0
0,18686.56,0.0,0.0,0
2,127120.88,127120.88,0.0,1
2,5188875.35,5188875.35,0.0,1
2,202152.85,0.0,0.0,0
2,175704.56,143421.48,0.0,0
2,288546.16,3868.0,0.0,0
4,220742.49,1202833.65,1423576.14,0
2,280258.44,280258.44,0.0,1
2,396890.74,59762.0,0.0,0
1,1644253.61,1644253.61,0.0,1
0,31370.9,0.0,0.0,0
2,561149.9,561149.9,0.0,1
2,10000000.0,10000000.0,0.0,1
4,259117.89,20009.0,279126.89,0
4,344910.9,9946.0,354856.9,0
4,77104.21,20384805.6,20461909.81,0
2,91467.79,19194.0,0.0,0
2,18388.49,0.0,0.0,0
2,1001167.03,1001167.03,0.0,1
2,333895.11,0.0,0.0,0
2,140078.45,0.0,0.0,0
1,4400457.84,4400457.84,0.0,1
2,1796069.2,1796069.2,0.0,1
0,17357.6,8014.0,0.0,0
0,12334.28,328718.8,316384.53,0
1,355151.57,355151.57,0.0,1
4,333599.32,4753681.56,5087280.89,0
4,253996.86,20406.0,274402.86,0
1,1619331.51,1619331.51,0.0,1
1,122816.67,122816.67,0.0,1
1,107188.41,107188.41,0.0,1
2,193835.64,33598.0,0.0,0
4,68524.8,43065.81,111590.6,0
0,8924.69,0.0,0.0,0
0,23445.86,11278.0,0.0,0
2,33613.11,33613.11,0.0,1
2,462441.03,462441.03,0.0,1
1,66550.0,66550.0,0.0,1
4,237563.74,8900775.78,9138339.52,0
1,98086.09,98086.09,0.0,1
0,18307.78,5630.0,0.0,0
2,207021.45,207021.45,0.0,1
1,40486.25,40486.25,0.0,1
0,20841.07,0.0,0.0,0
1,3786438.03,3786438.03,0.0,1
2,97091.24,97091.24,0.0,1
1,344886.44,344886.44,0.0,1
2,164052.05,0.0,0.0,0
2,5838803.23,5838803.23,0.0,1
2,151782.88,17449.0,0.0,0
2,591159.5,591159.5,0.0,1
1,366558.97,162.0,0.0,0
2,847383.45,847383.45,0.0,1
1,10000000.0,5531.0,0.0,0
2,80295.01,0.0,0.0,0
0,17034.82,0.0,0.0,0
4,237478.32,1490578.28,1728056.6,0
1,346293.24,346293.24,0.0,1
2,313297.9,20380.0,0.0,0
2,32522.92,12561.0,0.0,0
4,46271.64,155.0,46426.64,0
2,9485.26,0.0,0.0,0
1,10000000.0,23924102.18,13924102.18,1
1,71666.93,71666.93,0.0,1
1,1844357.26,1844357.26,0.0,1
0,9489.89,129.0,0.0,0
2,251709.75,0.0,0.0,0
2,555328.55,555328.55,0.0,1
2,89657.36,89657.36,0.0,1
2,349142.01,0.0,0.0,0
2,58304.45,16835.0,0.0,0
1,10000000.0,33441041.46,23441041.46,1
4,246076.75,20043626.42,20289703.16,0
2,801763.51,801763.51,0.0,1
4,290395.05,759313.0,1049708.05,0
1,132469.42,0.0,0.0,0
0,19460.12,396689.87,377229.75,0
0,5145.95,11611.0,6465.05,0
4,260536.13,10969.0,271505.13,0
2,41137.93,72434.0,31296.07,0
1,5489302.04,5489302.04,0.0,1
0,8472.36,15267.0,6794.64,0
1,143332.0,143332.0,0.0,1
4,256139.42,5140636.16,5396775.58,0
0,19385.78,0.0,0.0,0
2,67619.24,38473.0,0.0,0
2,164628.8,33625.0,0.0,0
0,8199.19,17570.55,9371.35,0
2,459055.54,27502.0,0.0,0
2,130621.41,869.0,0.0,0
2,198415.14,0.0,0.0,0
1,1514803.19,0.0,0.0,0
1,417620.07,417620.07,0.0,1
2,243964.41,2020.0,0.0,0
2,403.56,403.56,0.0,1
1,166972.46,166972.46,0.0,1
2,114483.78,114483.78,0.0,1
2,0.0,0.0,0.0,1
1,372703.48,372703.48,0.0,1
4,95538.86,2062183.24,2157722.11,0
2,20049.06,0.0,0.0,0
0,21228.27,0.0,0.0,0
2,177619.58,0.0,0.0,0
2,60015.99,0.0,0.0,0
1,769619.59,769619.59,0.0,1
2,10000000.0,10000000.0,0.0,1
2,145808.97,70443.0,0.0,0
0,10277.48,41658.0,31380.52,0
2,43235.71,43235.71,0.0,1
1,240746.27,240746.27,0.0,1
2,154091.27,101893.0,0.0,0
2,618270.9,618270.9,0.0,1
2,1301410.68,1301410.68,0.0,1
4,59192.64,9324263.75,9383456.39,0
4,203167.54,2852544.97,3055712.51,0
1,1468304.35,1468304.35,0.0,1
4,166673.63,0.0,166673.63,0
1,597411.76,597411.76,0.0,1
3,2693.35,45092.0,42398.65,0
2,108560.06,108560.06,0.0,1
2,173002.41,0.0,0.0,0
4,66565.68,1206178.02,1272743.7,0
2,106677.46,0.0,0.0,0
0,12281.04,50859.0,38577.96,0
4,61903.21,19755.0,81658.21,0
2,329837.43,16505.0,0.0,0
0,5425.93,329566.82,324140.89,0
0,7523.15,145962.0,138438.85,0
2,2070939.88,2070939.88,0.0,1
2,159094.64,159094.64,0.0,1
4,342702.85,2089628.23,2432331.08,0
0,12408.94,82680.0,70271.06,0
0,15660.94,15646.0,0.0,0
4,36404.66,34608.0,71012.66,0
4,91882.26,604979.17,696861.43,0
2,258570.41,258570.41,0.0,1
2,183134.83,462495.0,279360.17,0
4,151112.72,2976589.01,3127701.73,0
1,2232667.51,2232667.51,0.0,1
2,10000000.0,10000000.0,0.0,1
2,1933121.35,1933121.35,0.0,1
0,4402.36,12235.0,7832.64,0
2,71923.47,0.0,0.0,0
2,201948.34,13304.0,0.0,0
1,460689.45,460689.45,0.0,1
0,12027.04,39062.13,27035.1,0
2,23812.45,5489.0,0.0,0
0,4681.1,0.0,0.0,0
1,772652.61,148583.0,0.0,0
2,17428.0,17428.0,0.0,1
1,50722.16,50722.16,0.0,1
0,57457.79,60945.25,3487.47,0
2,411389.38,957.0,0.0,0
1,512646.7,49976.0,0.0,0
0,2089.0,119106.0,117017.0,0
0,31247.53,0.0,0.0,0
0,12540.12,276492.88,263952.76,0
1,2728625.68,2728625.68,0.0,1
2,311327.3,0.0,0.0,0
0,11970.37,2835.15,0.0,0
1,9301213.46,9301213.46,0.0,1
1,24279.32,24279.32,0.0,1
1,619502.08,619502.08,0.0,1
4,409010.59,11873.0,420883.59,0
0,65745.2,0.0,0.0,0
1,257988.47,257988.47,0.0,1
2,1476248.65,1476248.65,0.0,1
2,11424.36,11424.36,0.0,1
2,157277.0,157277.0,0.0,1
2,797710.8,797710.8,0.0,1
1,79039.81,79039.81,0.0,1
2,440903.22,52887.1,0.0,0
1,27483.79,27483.79,0.0,1
0,1817.65,0.0,0.0,0
2,70669.49,70669.49,0.0,1
1,1102133.9,1102133.9,0.0,1
2,253887.1,1105.0,0.0,0
1,1893451.73,1893451.73,0.0,1
2,231161.48,231161.48,0.0,1
0,17949.66,14047.0,0.0,0
1,40043.74,40043.74,0.0,1
0,2511.16,116.0,0.0,0
2,79968.53,293713.19,213744.66,0
2,1503297.45,1503297.45,0.0,1
2,56134.59,4354.0,0.0,0
1,700145.07,10835.0,0.0,0
2,6339.42,6339.42,0.0,1
4,449465.53,6813366.1,7262831.63,0
4,85781.31,5074563.76,5160345.07,0
1,1000518.86,0.0,0.0,0
2,16296.46,16296.46,0.0,1
2,580010.03,580010.03,0.0,1
2,132973.41,132973.41,0.0,1
2,1253358.42,1253358.42,0.0,1
2,415830.53,30381.0,0.0,0
0,31450.62,40378.0,8927.38,0
1,393699.17,393699.17,0.0,1
4,261568.26,6643.0,268211.26,0
2,5777706.65,5777706.65,0.0,1
2,189360.09,596567.02,407206.93,0
2,200791.53,0.0,0.0,0
1,21819.57,21819.57,0.0,1
2,6204.71,6204.71,0.0,1
1,95235.46,95235.46,0.0,1
2,274070.53,210880.73,0.0,0
4,79256.68,3620008.1,3699264.78,0
3,547.3,0.0,0.0,0
2,202418.22,0.0,0.0,0
2,456930.88,456930.88,0.0,1
2,2406332.79,2406332.79,0.0,1
1,614145.31,614145.31,0.0,1
1,340586.09,0.0,0.0,0
2,380500.02,106963.0,0.0,0
2,165376.04,26656.0,0.0,0
2,803038.11,803038.11,0.0,1
2,50279.4,50279.4,0.0,1
2,276544.12,19712.0,0.0,0
2,85303.24,85303.24,0.0,1
4,446982.1,4764747.47,5211729.58,0
0,5035.34,8556.85,3521.5,0
2,1571565.56,1571565.56,0.0,1
4,234638.02,3328184.7,3562822.72,0
2,237776.02,237776.02,0.0,1
2,45950.66,0.0,0.0,0
1,415437.27,415437.27,0.0,1
1,3037.67,3037.67,0.0,1
4,195383.65,69177.0,264560.65,0
1,200419.12,200419.12,0.0,1
2,61470.02,61470.02,0.0,1
2,109623.42,311029.0,201405.58,0
4,169361.22,2160187.48,2329548.7,0
4,2857.71,10360629.8,10363487.51,0
2,94538.3,0.0,0.0,0
2,44634.01,51587.0,6952.99,0
0,6788.82,11447.0,4658.18,0
2,241953.21,8088.0,0.0,0
1,195708.55,195708.55,0.0,1
2,338364.14,338364.14,0.0,1
0,7200.88,0.0,0.0,0
1,249791.3,249791.3,0.0,1
1,584841.38,330167.45,0.0,0
1,987470.17,987470.17,0.0,1
1,405987.3,0.0,0.0,0
1,5838803.23,5838803.23,0.0,1
1,1669143.57,1669143.57,0.0,1
1,17733.57,17733.57,0.0,1
0,4990.35,11378.26,6387.9,0
2,20311.17,20311.17,0.0,1
4,279416.16,358741.09,638157.25,0
1,890964.06,890964.06,0.0,1
0,22536.59,0.0,0.0,0
1,19016.22,19016.22,0.0,1
1,181104.66,181104.66,0.0,1
2,327791.14,327791.14,0.0,1
0,581.68,62415.0,61833.32,0
1,4900487.15,4900487.15,0.0,1
2,326714.42,57466.0,0.0,0
1,17320.91,17320.91,0.0,1
4,71331.31,9478393.62,9549724.93,0
1,3965182.83,3965182.83,0.0,1
0,6413.23,258180.0,251766.77,0
0,2960.86,417216.22,414255.36,0
1,158299.34,158299.34,0.0,1
2,246938.77,246938.77,0.0,1
1,193545.61,193545.61,0.0,1
0,2468.86,25921.94,23453.08,0
0,34286.01,29988.0,0.0,0
1,5049594.33,5049594.33,0.0,1
0,22453.79,138851.0,116397.21,0
2,112790.0,22224.0,0.0,0
2,9453680.72,9453680.72,0.0,1
0,2909.22,46068.0,43158.78,0
1,10000000.0,15912204.0,5912204.0,1
4,324844.25,50429.0,375273.25,0
2,203506.21,0.0,0.0,0
1,810039.19,810039.19,0.0,1
2,95720.21,30672.0,0.0,0
1,684266.09,684266.09,0.0,1
0,1549.04,323276.85,321727.81,0
0,19512.43,0.0,0.0,0
2,1518718.03,1518718.03,0.0,1
1,3424092.39,3424092.39,0.0,1
1,316882.94,316882.94,0.0,1
1,4264070.91,26787.0,0.0,0
1,8029495.4,30126.0,0.0,0
1,7576324.61,7576324.61,0.0,1
1,52541.42,52541.42,0.0,1
2,206249.5,10792.0,0.0,0
0,5847.19,174855.08,169007.89,0
2,46490.81,0.0,0.0,0
0,1980.61,985585.51,983604.9,0
1,73486.8,73486.8,0.0,1
2,358440.67,358440.67,0.0,1
2,3105902.49,3105902.49,0.0,1
1,10000000.0,12626957.79,2626957.79,1
4,273864.4,7270417.68,7544282.07,0
2,135311.06,474618.0,339306.94,0
4,84582.22,545.0,85127.22,0
1,157628.35,157628.35,0.0,1
0,12981.71,0.0,0.0,0
0,23080.8,0.0,0.0,0
2,2140888.35,2140888.35,0.0,1
1,112835.43,112835.43,0.0,1
4,131204.48,831998.04,963202.52,0
2,640648.06,640648.06,0.0,1
1,19226.25,19226.25,0.0,1
2,156011.24,156011.24,0.0,1
1,59677.48,59677.48,0.0,1
1,3401641.0,3401641.0,0.0,1
2,51365.34,0.0,0.0,0
1,628033.58,628033.58,0.0,1
2,262730.16,616543.0,353812.84,0
4,116238.03,30435.0,146673.03,0
2,9295454.24,9295454.24,0.0,1
0,22347.58,499045.0,476697.42,0
2,243206.79,0.0,0.0,0
0,4645.79,0.0,0.0,0
2,185488.23,185488.23,0.0,1
2,187365.27,118620.84,0.0,0
4,300900.48,15562.0,316462.48,0
1,657417.64,657417.64,0.0,1
2,191427.4,191427.4,0.0,1
2,10912.17,0.0,0.0,0
1,84196.79,84196.79,0.0,1
2,61893.8,0.0,0.0,0
1,380497.96,0.0,0.0,0
2,179980.77,0.0,0.0,0
2,42671.96,0.0,0.0,0
2,0.0,0.0,0.0,1
2,71867.47,71867.47,0.0,1
3,3604.88,314.0,0.0,0
1,169387.76,21622.0,0.0,0
4,523946.87,452853.0,976799.87,0
2,253648.68,253648.68,0.0,1
0,3593.16,360.0,0.0,0
0,9923.11,5574.0,0.0,0
2,111582.36,410791.0,299208.64,0
2,814689.88,814689.88,0.0,1
2,155824.35,0.0,0.0,0
2,171651.7,171651.7,0.0,1
2,21741.36,21741.36,0.0,1
2,647623.29,151860.31,0.0,0
2,86170.94,86170.94,0.0,1
2,223153.49,0.0,0.0,0
1,1129884.18,1129884.18,0.0,1
1,152331.26,152331.26,0.0,1
0,17920.32,0.0,0.0,0
1,61178.51,61178.51,0.0,1
1,4529.65,4529.65,0.0,1
1,1839972.36,1839972.36,0.0,1
1,1343002.08,1343002.08,1343002.08,1
0,24149.68,0.0,0.0,0
2,166677.66,0.0,0.0,0
2,438983.45,438983.45,0.0,1
4,11209.2,2009146.73,2020355.93,0
4,34527.22,7215350.42,7249877.64,0
2,337261.68,30548.0,0.0,0
1,831725.76,831725.76,0.0,1
2,8766.33,23905.0,15138.67,0
2,98942.85,0.0,0.0,0
0,3674.15,21368.0,17693.85,0
2,31285.44,49771.0,18485.56,0
4,104646.0,148911.0,253557.0,0
2,6392800.85,6392800.85,0.0,1
2,108609.7,0.0,0.0,0
2,182903.75,0.0,0.0,0
1,60226.06,60226.06,0.0,1
1,301579.42,301579.42,0.0,1
4,366185.46,3868143.89,4234329.35,0
1,37849.74,0.0,0.0,0
1,4177467.46,4177467.46,0.0,1
2,177322.86,0.0,0.0,0
1,147186.94,147186.94,0.0,1
1,6168077.6,6168077.6,0.0,1
2,29020.79,38681.54,9660.75,0
1,206396.75,525857.36,319460.61,0
2,130442.82,667.0,0.0,0
2,144945.34,144945.34,0.0,1
2,86111.65,86111.65,0.0,1
4,290741.4,0.0,290741.4,0
2,14016.65,14016.65,0.0,1
4,154115.89,8269010.68,8423126.57,0
2,878034.02,878034.02,0.0,1
2,115668.34,20318.0,0.0,0
0,13207.5,0.0,0.0,0
2,967954.01,967954.01,0.0,1
2,319989.84,6046.52,0.0,0
2,66643.99,66643.99,0.0,1
2,88260.04,0.0,0.0,0
2,1516823.73,1516823.73,0.0,1
2,76732.89,76732.89,0.0,1
4,70510.19,663555.6,734065.79,0
0,14783.85,5169.0,0.0,0
2,6417789.09,6417789.09,0.0,1
2,1160652.82,1160652.82,0.0,1
1,406823.59,17412.0,0.0,0
2,90204.54,90204.54,0.0,1
1,73053.41,73053.41,0.0,1
2,1049424.26,1049424.26,0.0,1
1,3973479.44,3973479.44,0.0,1
1,107773.49,107773.49,0.0,1
1,1028284.82,1028284.82,0.0,1
2,129345.28,0.0,0.0,0
0,40856.97,0.0,0.0,0
2,1486052.97,1486052.97,0.0,1
1,4212682.84,4212682.84,0.0,1
1,2081051.56,2081051.56,0.0,1
4,122303.43,5068992.73,5191296.16,0
0,3207.74,0.0,0.0,0
1,342309.91,342309.91,0.0,1
4,107594.91,6001931.19,6109526.1,0
2,1221900.21,1221900.21,0.0,1
2,96963.68,9949.0,0.0,0
1,94613.12,94613.12,0.0,1
4,48026.82,1179882.37,1227909.19,0
1,455014.69,455014.69,0.0,1
1,4863106.47,4863106.47,0.0,1
2,88666.62,0.0,0.0,0
2,226689.16,226689.16,0.0,1
2,7922.98,7922.98,0.0,1
4,242713.77,5807597.1,6050310.87,0
2,89846.18,89846.18,0.0,1
0,1836.7,73321.0,71484.3,0
1,205170.29,205170.29,0.0,1
2,262093.28,803.0,0.0,0
2,348493.43,24372.0,0.0,0
2,190662.7,190662.7,0.0,1
4,136196.71,156299.0,292495.71,0
1,1552664.33,1552664.33,0.0,1
1,1529614.71,1529614.71,0.0,1
2,26045.04,0.0,0.0,0
2,613020.85,613020.85,0.0,1
1,8332002.94,8332002.94,0.0,1
1,2860852.43,2860852.43,0.0,1
2,7240965.96,7240965.96,0.0,1
4,15628.33,20939753.92,20955382.25,0
4,175603.75,10376.0,185979.75,0
1,42659.39,42659.39,0.0,1
2,106584.32,106584.32,0.0,1
2,871745.76,871745.76,0.0,1
1,781988.85,781988.85,0.0,1
0,5215.23,0.0,0.0,0
1,201247.25,201247.25,0.0,1
1,87438.83,87438.83,0.0,1
2,802421.39,802421.39,0.0,1
4,58144.62,2593.0,60737.62,0
1,272791.44,272791.44,0.0,1
2,144065.75,144065.75,0.0,1
0,15858.5,10354.0,0.0,0
2,758848.47,758848.47,0.0,1
1,470922.15,470922.15,0.0,1
1,40867.66,40867.66,0.0,1
0,4672.31,13678.67,9006.35,0
0,4824.15,0.0,0.0,0
0,43854.8,20140.0,0.0,0
2,1028284.82,1028284.82,0.0,1
1,774614.92,0.0,0.0,0
2,692895.24,692895.24,0.0,1
1,172344.3,172344.3,0.0,1
2,844213.81,844213.81,0.0,1
4,134369.97,15773942.0,15908311.97,0
1,161272.92,161272.92,0.0,1
2,318701.03,224.0,0.0,0
1,115535.52,115535.52,0.0,1
2,132291.39,0.0,0.0,0
1,522465.43,522465.43,0.0,1
0,32051.04,0.0,0.0,0
0,16833.68,0.0,0.0,0
4,173205.45,4940649.13,5113854.58,0
1,128133.0,128133.0,0.0,1
2,87622.5,87622.5,0.0,1
0,3574.38,0.0,0.0,0
1,276298.49,276298.49,0.0,1
2,39664.74,39664.74,0.0,1
2,99458.21,99458.21,0.0,1
1,5274773.52,5274773.52,0.0,1
2,513082.74,513082.74,0.0,1
2,63944.13,63944.13,0.0,1
1,59263.88,59263.88,0.0,1
0,2185.75,0.0,0.0,0
2,174923.28,174923.28,0.0,1
4,55466.95,1052.0,56518.95,0
0,12522.28,516.0,0.0,0
2,6844.73,6844.73,0.0,1
0,13062.52,0.0,0.0,0
1,72389.42,72389.42,0.0,1
2,99808.45,99808.45,0.0,1
1,496128.26,496128.26,0.0,1
0,7970.4,50941.0,42970.6,0
2,1219062.64,1219062.64,0.0,1
1,649968.87,649968.87,0.0,1
2,73725.34,0.0,0.0,0
4,275117.48,2934723.22,3209840.7,0
2,191290.56,0.0,0.0,0
2,134313.22,134313.22,0.0,1
1,1335959.76,1335959.76,0.0,1
1,6939998.49,0.0,0.0,0
1,316877.85,316877.85,0.0,1
1,212975.59,212975.59,0.0,1
2,57204.07,57204.07,0.0,1
2,188854.39,188854.39,0.0,1
2,669627.43,669627.43,0.0,1
2,2339743.18,2339743.18,0.0,1
2,208398.6,0.0,0.0,0
2,135305.49,0.0,0.0,0
4,101027.36,40879.0,141906.36,0
4,110137.27,0.0,110137.27,0
2,4626269.69,4626269.69,0.0,1
0,19258.01,350727.95,331469.94,0
2,21358.8,21358.8,0.0,1
2,2136099.59,2136099.59,0.0,1
1,1536733.52,1536733.52,0.0,1
1,103124.43,103124.43,0.0,1
1,254719.63,254719.63,0.0,1
1,671406.79,671406.79,0.0,1
2,317787.12,317787.12,0.0,1
4,47146.69,8491640.89,8538787.57,0
1,568292.72,568292.72,0.0,1
4,39401.42,4770591.48,4809992.89,0
2,201281.36,201281.36,0.0,1
0,34503.23,9615.0,0.0,0
2,80885.48,80885.48,0.0,1
1,4022667.54,4022667.54,0.0,1
0,28047.05,6153.0,0.0,0
2,10000000.0,10000000.0,0.0,1
0,17954.45,113254.0,95299.55,0
2,156202.3,3038.0,0.0,0
2,55350.06,453.0,0.0,0
1,8639.93,8639.93,0.0,1
1,586801.3,586801.3,0.0,1
0,50621.84,156300.0,105678.16,0
2,3724.3,3724.3,0.0,1
1,35016.23,35016.23,0.0,1
4,68932.24,224.0,69156.24,0
2,6215.44,6215.44,0.0,1
1,16296.46,16296.46,0.0,1
1,9960382.4,9960382.4,0.0,1
0,9469.1,0.0,0.0,0
2,383661.1,383661.1,0.0,1
1,332460.05,0.0,0.0,0
1,418691.02,418691.02,0.0,1
1,4651.43,4651.43,0.0,1
4,103125.24,10548463.11,10651588.35,0
2,238040.62,20883.0,0.0,0
2,143169.43,6869.0,0.0,0
1,70696.74,70696.74,0.0,1
2,2624422.62,2624422.62,0.0,1
4,409199.48,3756785.46,4165984.93,0
2,221932.16,188359.0,0.0,0
1,1621056.88,1621056.88,0.0,1
2,314976.75,314976.75,0.0,1
1,28835.93,28835.93,0.0,1
4,197845.89,3142987.44,3340833.33,0
2,163880.73,0.0,0.0,0
1,176626.77,176626.77,0.0,1
2,414095.91,414095.91,0.0,1
1,2111475.81,2111475.81,0.0,1
1,120992.82,32090.0,0.0,0
2,269545.63,269545.63,0.0,1
1,3139423.35,3139423.35,0.0,1
2,119771.92,11242.0,0.0,0
2,3640983.71,3640983.71,0.0,1
2,607684.02,607684.02,0.0,1
2,0.0,0.0,0.0,1
4,177028.54,3716851.49,3893880.03,0
2,24522.52,24522.52,0.0,1
1,668273.94,668273.94,0.0,1
1,461442.52,461442.52,0.0,1
4,26041.6,30680.0,56721.6,0
4,172640.33,15521.43,188161.75,0
2,93228.77,0.0,0.0,0
1,2135320.18,2135320.18,0.0,1
0,11521.86,0.0,0.0,0
2,46432.45,0.0,0.0,0
1,1411271.23,1411271.23,0.0,1
2,3892156.3,3892156.3,0.0,1
4,136769.59,11794550.88,11931320.47,0
4,119994.62,13377.0,133371.62,0
2,986623.96,986623.96,0.0,1
1,367980.99,367980.99,0.0,1
4,314264.86,102830.0,417094.86,0
0,23348.0,0.0,0.0,0
2,114743.39,114743.39,0.0,1
2,275727.18,104903.0,0.0,0
2,149656.36,149656.36,0.0,1
1,24522.52,24522.52,0.0,1
2,972142.03,972142.03,0.0,1
4,37779.17,1195648.23,1233427.4,0
1,2344540.14,2344540.14,0.0,1
0,12.3,48.0,35.7,0
2,154196.49,154196.49,0.0,1
1,63009.43,63009.43,0.0,1
4,64206.8,105511.0,169717.8,0
